dataset,cfg,phi,interesting,reason_skipped,K,n_executions,K_ratio,cfg_height,cfg_height_norm,avg_behavior_size,support_min,support_mean,support_max,reduction_from_bottom,compression_from_bottom,behavior_time_s,mining_time_s,miner,n_graphs,avg_mining_graph_size,total_mining_graph_size,min_support_effective,n_patterns_raw,n_patterns_in_window,pattern_support_min,pattern_support_mean,pattern_support_median,pattern_support_max,pattern_support_ratio_mean,pattern_support_ratio_median,pattern_support_ratio_max,high_support_threshold_ratio,high_support_threshold_abs,n_high_support_patterns,high_support_pattern_ratio
hinge_production_filtered,"(1, 1, 2, 1, 0, 3, 1, 3)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg  │  hingepack: ρ = id  │  malepart: ρ = type  │  steelpin: ρ = type  │  steelsheet: ρ = SteelCoil,True,,2849,2907,0.9800481596147231,10,0.6666666666666666,26.995184038527693,1,1.0203580203580203,2,0.019951840385276864,0.0,0.19763679099997944,46.94013570900006,gspan,2907,26.995184038527693,78475,145,28,28,310,567.8571428571429,368.0,1372,0.19534129441250186,0.12659098727210183,0.4719642242862057,0.25,726,8,0.2857142857142857
hinge_production_filtered,"(1, 1, 2, 1, 1, 1, 1, 4)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg  │  hingepack: ρ = type  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = type,True,,2902,2907,0.99828001375989,10,0.6666666666666666,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.19941274999996494,2.2221182499997667,gspan,2907,26.995184038527693,78475,145,6,6,787,1146.6666666666667,1297.0,1338,0.3944501777319115,0.4461644306845545,0.4602683178534572,0.25,726,6,1.0
hinge_production_filtered,"(1, 1, 2, 1, 1, 2, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg  │  hingepack: ρ = type  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,2861,2907,0.9841761265909873,11,0.7333333333333333,26.995184038527693,1,1.0160782943026914,2,0.0158238734090127,0.0,0.18765058299999282,7.362800583000535,gspan,2907,26.995184038527693,78475,145,26,26,156,966.4230769230769,1005.0,2066,0.33244687888650737,0.3457172342621259,0.7106983144134847,0.25,726,19,0.7307692307692307
hinge_production_filtered,"(1, 1, 2, 1, 1, 2, 1, 3)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg  │  hingepack: ρ = type  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = SteelCoil,True,,2854,2907,0.9817681458548332,10,0.6666666666666666,26.995184038527693,1,1.0185704274702172,2,0.018231854145166815,0.0,0.19605583399999205,7.805291374999797,gspan,2907,26.995184038527693,78475,145,30,30,310,595.1666666666666,436.5,1297,0.20473569544776973,0.15015479876160992,0.4461644306845545,0.25,726,10,0.3333333333333333
hinge_production_filtered,"(1, 1, 2, 1, 1, 3, 1, 1)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg  │  hingepack: ρ = type  │  malepart: ρ = type  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg,True,,2902,2907,0.99828001375989,11,0.7333333333333333,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.17731433400001606,11.213896624999506,gspan,2907,26.995184038527693,78475,145,48,48,156,306.0,189.0,1372,0.10526315789473684,0.06501547987616099,0.4719642242862057,0.25,726,8,0.16666666666666666
hinge_production_filtered,"(1, 1, 2, 2, 0, 1, 1, 4)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = id  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = type,True,,2815,2907,0.9683522531819746,10,0.6666666666666666,26.995184038527693,1,1.0326820603907638,3,0.0316477468180254,0.0,0.1957406249999849,2.116178082999795,gspan,2907,26.995184038527693,78475,145,6,6,787,1146.6666666666667,1297.0,1338,0.3944501777319115,0.4461644306845545,0.4602683178534572,0.25,726,6,1.0
hinge_production_filtered,"(1, 1, 2, 2, 0, 2, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = id  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,2227,2907,0.7660818713450293,11,0.7333333333333333,26.995184038527693,1,1.3053435114503817,6,0.23391812865497075,0.0,0.21379516700000067,48.42252508300044,gspan,2907,26.995184038527693,78475,145,37,37,156,830.8918918918919,787,2066,0.28582452421461707,0.27072583419332646,0.7106983144134847,0.25,726,22,0.5945945945945946
hinge_production_filtered,"(1, 1, 2, 2, 0, 2, 1, 3)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = id  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = SteelCoil,True,,2154,2907,0.7409700722394221,10,0.6666666666666666,26.995184038527693,1,1.34958217270195,6,0.25902992776057787,0.0,0.1991858339999908,15.882133292000617,gspan,2907,26.995184038527693,78475,145,63,63,182,472.3333333333333,358,1297,0.16248136681573214,0.12315101479188166,0.4461644306845545,0.25,726,13,0.20634920634920634
hinge_production_filtered,"(1, 1, 2, 2, 0, 3, 1, 1)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = id  │  malepart: ρ = type  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg,True,,2902,2907,0.99828001375989,11,0.7333333333333333,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.17343204099995546,11.487850583999716,gspan,2907,26.995184038527693,78475,145,48,48,156,383.4791666666667,189.0,1372,0.1319157780071093,0.06501547987616099,0.4719642242862057,0.25,726,11,0.22916666666666666
hinge_production_filtered,"(1, 1, 2, 2, 1, 1, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = type  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,871,2907,0.2996216030271758,11,0.7333333333333333,26.995184038527693,1,3.3375430539609643,29,0.7003783969728242,0.0,0.1842516250000017,4.684048457999779,gspan,2907,26.995184038527693,78475,145,17,17,156,1151.0588235294117,1297,2066,0.3959610676055768,0.4461644306845545,0.7106983144134847,0.25,726,14,0.8235294117647058
hinge_production_filtered,"(1, 1, 2, 2, 1, 1, 1, 3)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = type  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = SteelCoil,True,,1673,2907,0.5755073959408324,10,0.6666666666666666,26.995184038527693,1,1.7375971309025702,11,0.42449260405916756,0.0,0.19881945800000267,6.567796291000377,gspan,2907,26.995184038527693,78475,145,26,26,310,528.3461538461538,363.0,1297,0.1817496229260935,0.12487100103199174,0.4461644306845545,0.25,726,6,0.23076923076923078
hinge_production_filtered,"(1, 1, 2, 2, 1, 2, 1, 1)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = type  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg,True,,2207,2907,0.7592019263845889,11,0.7333333333333333,26.995184038527693,1,1.31717263253285,7,0.24079807361541106,0.0,0.17705529099998785,15.52728662499976,gspan,2907,26.995184038527693,78475,145,65,65,148,352.15384615384613,189,1297,0.12113995395729141,0.06501547987616099,0.4461644306845545,0.25,726,13,0.2
hinge_production_filtered,"(1, 1, 2, 3, 0, 1, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = type  │  hingepack: ρ = id  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,2803,2907,0.9642242862057103,11,0.7333333333333333,26.995184038527693,1,1.0371031038173386,3,0.035775713794289676,0.0,0.18519929199999297,44.093219375000444,gspan,2907,26.995184038527693,78475,145,17,17,156,1151.0588235294117,1297,2066,0.3959610676055768,0.4461644306845545,0.7106983144134847,0.25,726,14,0.8235294117647058
hinge_production_filtered,"(1, 1, 2, 3, 0, 1, 1, 3)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = type  │  hingepack: ρ = id  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = SteelCoil,True,,2806,2907,0.9652562779497764,10,0.6666666666666666,26.995184038527693,1,1.0359942979330008,3,0.03474372205022358,0.0,0.19711216700000023,6.681125625000277,gspan,2907,26.995184038527693,78475,145,26,26,310,528.3461538461538,363.0,1297,0.1817496229260935,0.12487100103199174,0.4461644306845545,0.25,726,6,0.23076923076923078
hinge_production_filtered,"(1, 1, 2, 3, 0, 2, 1, 1)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = type  │  hingepack: ρ = id  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg,True,,2902,2907,0.99828001375989,11,0.7333333333333333,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.1731330000000071,13.624876957999732,gspan,2907,26.995184038527693,78475,145,57,57,156,412.0175438596491,190,1297,0.1417329012245095,0.06535947712418301,0.4461644306845545,0.25,726,16,0.2807017543859649
hinge_production_filtered,"(1, 1, 2, 3, 1, 1, 1, 1)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = type  │  hingepack: ρ = type  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg,True,,1512,2907,0.5201238390092879,11,0.7333333333333333,26.995184038527693,1,1.9226190476190477,8,0.47987616099071206,0.0,0.17376174999998284,10.820848333999493,gspan,2907,26.995184038527693,78475,145,46,46,156,260.3695652173913,189.0,1297,0.08956641390347138,0.06501547987616099,0.4461644306845545,0.25,726,5,0.10869565217391304
hinge_production_filtered,"(1, 1, 3, 1, 0, 1, 1, 4)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = type  │  hinge: ρ = p_masskg  │  hingepack: ρ = id  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = type,True,,2902,2907,0.99828001375989,10,0.6666666666666666,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.21402162499998667,1.4800760420002916,gspan,2907,26.995184038527693,78475,145,3,0,0,0.0,0.0,0,0.0,0.0,0.0,0.25,726,0,0.0
hinge_production_filtered,"(1, 1, 3, 1, 0, 2, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = type  │  hinge: ρ = p_masskg  │  hingepack: ρ = id  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,2855,2907,0.9821121431028552,11,0.7333333333333333,26.995184038527693,1,1.018213660245184,2,0.017887856897144783,0.0,0.19296279199994615,3.127770915999463,gspan,2907,26.995184038527693,78475,145,11,10,1187,1661.8,1495.0,2066,0.5716546267629858,0.5142758857929136,0.7106983144134847,0.25,726,10,1.0
